Feature1,Feature2,Cluster
5.458148623779675,4.1892184748239725,1
-2.416355653875608,7.980745086604405,0
5.275643849726441,3.7030520287302124,1
-3.6920688786554026,9.619141946819735,0
-8.372263073620813,-7.711595830631035,2
-2.404741141166945,8.65547730763928,0
-3.790342138311863,8.84343074617277,0
-2.8267858229382976,12.278489128105864,0
5.928236936059828,0.7413513246474597,1
-8.385807283953387,7.288407539076729,3
-7.548617333160671,-8.523873168770841,2
-5.393687505430908,-6.854583701192673,2
-2.8122794047245425,7.5169463098405025,0
-2.200137154185433,8.92495102927892,0
-3.6870080043102913,9.568810297314247,0
-0.7796696761734117,7.291251546782995,0
5.261069660791049,1.1022771081565734,1
3.43490991612562,1.051812605815778,1
-7.87839747430555,5.383950185374798,3
4.018745277384696,2.2417152259074102,1
-9.188501279334663,5.447693945062715,3
-1.8049691104924257,11.642832879170296,0
2.950864802566716,1.0397896588316817,1
-7.82281454376081,-8.47758913754528,2
4.863998953600595,1.066710165116745,1
-9.809851980541985,7.8323961688556105,3
-8.992572770362727,5.0653040609015365,3
-5.652891747960443,10.00056913344859,0
-7.377737531645415,9.149102177805645,3
2.7391954480452334,2.885667271313889,1
6.344483933815927,1.2882741314413604,1
-1.5329769622091465,7.5372489484775755,0
-6.286790967611983,-6.567301074287258,2
-3.061964148204495,10.282832799661021,0
-7.022188064745453,8.080496936964437,3
-5.776735411565948,-7.228439046302328,2
3.3426028431082244,2.7122924122738485,1
5.505885313079983,0.618307558480057,1
7.574781211768293,2.128235102311005,1
4.93243969275354,1.2962753270566578,1
-7.0801732476949635,-6.541013652689987,2
-9.922769989512163,7.712754053564627,3
-5.968912883407152,-6.542679884512696,2
4.228653723331683,1.5274406447457822,1
-2.172007381770711,8.267046704413609,0
-7.784384697791282,-7.216919685516076,2
-9.648541686605268,7.1501005106400815,3
4.592412651600116,2.7909705207878814,1
-8.870153267734882,6.265273334025442,3
-6.736130749054286,-8.047792322333812,2
4.052551505206235,3.2261627364236185,1
-9.209378649095846,6.420935228790004,3
-6.820995106760425,-6.831399563831288,2
3.2926124103533434,2.432061379361593,1
-4.074561023658574,9.817893186794368,0
-7.13575863626752,-5.091238229056004,2
4.853120037348006,0.3707564534886105,1
-8.031239315192733,9.603381237372961,3
5.627683536982399,2.0611512445668168,1
-6.576824189514479,9.17541514942533,3
-1.6230377270582577,9.219928065626286,0
-6.610285008879304,-5.6235916301413615,2
4.1184833633093225,1.6021631357783648,1
4.580522384645182,2.7829530745406563,1
-3.216435331385804,10.033808644623551,0
-3.1258379238567824,7.74322990193158,0
-8.171602397431872,7.431019733005002,3
-9.789231661835963,6.953969079931855,3
-10.31378726997891,7.919561983382529,3
5.635165533648288,-0.6801926868687302,1
3.8750142834602803,3.399989521269794,1
-2.5508517466990424,7.611872483054883,0
-3.3713306885556733,8.758149546144105,0
-2.66269873282967,7.867637599477811,0
-2.3990846912101476,6.629203430677251,0
-8.636174585112473,8.904639958228255,3
-6.227307005637951,-7.324846791779274,2
-7.513967209250978,-6.176472770769835,2
-4.5649590579618025,10.638932977196816,0
4.893099796871243,1.8571139496962612,1
-3.091633880447674,9.112535095461908,0
5.231860317285168,2.194973032374581,1
4.92261630595838,2.898207916605092,1
-8.669264260342565,5.201395676823282,3
-6.493998532610942,-6.373804688193605,2
-3.949553311519682,8.612884645189183,0
2.686827910768306,2.0308716199343904,1
-9.083073638875225,-6.270520000980894,2
-0.550304058334788,7.298116474645562,0
-3.9387618196959284,9.802150458558916,0
6.8558432314853,0.6890679643493489,1
-4.909208998987627,-5.6683290860647855,2
-7.877836326362791,8.228672511274992,3
-5.43913050161796,-7.668382728041621,2
4.532196003083429,3.7013103424800993,1
-1.4624128589879364,9.234296535084344,0
-4.327426897691013,10.65453524913175,0
5.348664633058872,3.303613980640221,1
-2.2522851300965057,7.519399593743936,0
-8.076661994361887,8.655162725846171,3
-5.218499808938648,-6.203418649213115,2
-8.878203745409364,7.073782686771655,3
-6.649168251363232,-7.251049350318948,2
-9.072217693059228,8.68404703173918,3
5.1360007200965425,4.225324659010411,1
3.026538222986969,0.8707873481596942,1
-3.697841213209576,8.334728852674996,0
-6.096839737055166,-8.771780181657046,2
-2.552188869984692,10.891858515175128,0
-6.290457249185368,-5.998256250016166,2
5.5482651762025235,0.8665712949275814,1
-11.74741606896354,8.384377391131963,3
-3.07551586200007,10.32102684455916,0
-6.0661161455441475,-7.46560328305079,2
4.63555578931942,0.5831320569096807,1
-1.681024832999415,8.532821561935318,0
4.939139256681008,3.8661136196569013,1
2.7719238279994167,2.7003816255554995,1
-2.518764792632691,10.790219094866352,0
-7.487067455709409,7.261850447192519,3
-4.806575387030417,-6.356521189667108,2
-5.54980781106625,-8.127996705826584,2
-6.754585866409019,-6.955221346755374,2
-9.480721579780717,7.21488297673371,3
-3.0791319964458976,8.230291049109868,0
-4.373577545414397,-7.047617147062155,2
4.106726924136767,2.4259302755945544,1
-3.525350084734836,7.196469458575284,0
6.496885077824175,4.1282228916553585,1
3.844730325493085,2.657888086252523,1
-6.233120000215627,-7.984917904971186,2
-3.145799000185383,8.323304239424706,0
4.964427027163908,1.9128839526017676,1
-8.791219671389273,-6.351539907723468,2
-5.078715442390097,-5.859843502739755,2
-8.18278665903157,7.331229639271829,3
-8.13339822397651,-9.239737500527148,2
-8.065936519732372,-8.204416773934872,2
5.430131963435498,4.385415130460352,1
-1.976614309277276,9.943846992313526,0
-6.897999010158864,-6.184959793754641,2
-2.5238937504690475,7.937580882415324,0
-10.319546402891916,6.6125658045152305,3
5.477746812564409,2.4453521464468313,1
-8.904200557375553,7.666187805327891,3
-9.590388426143969,8.358395082358014,3
-4.966221115281304,-7.89646321125794,2
-2.0807790398946935,8.182794613885537,0
-9.040100338937759,6.75701422226215,3
-2.531413386243618,8.667895761494156,0
4.316028913876056,0.7986532250019631,1
-7.298009752440701,-7.299218838458061,2
-8.314686865593492,-6.346586391411778,2
-3.4365878804978363,8.73010380011031,0
-2.1538532905752588,9.327552454814189,0
-8.525908562668898,-8.816383270728036,2
-3.753893008244498,8.785879714497991,0
-10.253175506027773,8.74873818165258,3
-7.0873133802919135,-6.861414736178186,2
-7.844036672714947,-4.913169426743066,2
-8.93754457964725,7.177425905438763,3
-6.219564672321808,-8.042122939112309,2
-5.045465079456232,-6.270706685728398,2
5.351600345790162,1.6017139567639438,1
-5.443741389153881,-7.070345080908311,2
-11.420506238231177,6.460538932407799,3
-5.945593899751305,-7.541532452870187,2
4.87489314234532,0.7991223508026937,1
-9.375114031426511,8.860742549580838,3
1.185459347093535,10.357776021919813,0
3.103513557823028,3.0201184778769052,1
-2.3928024650614885,9.728474558722619,0
5.082286806875583,1.5011631091478992,1
4.560583077851321,0.519950244225784,1
3.828208073756978,4.13429820343371,1
4.585175616601504,2.265177023127962,1
-8.439951359953193,7.552122531233583,3
4.793604134121049,1.155907694970875,1
5.642709370706271,0.6175214583515902,1
-5.684107007814702,-7.472617493069522,2
-2.534279535809728,9.15507898816886,0
-7.334580480336254,-7.12440602539878,2
-6.83402301734943,-6.736072001214033,2
4.351488358438339,1.523384714881215,1
3.767314225238259,1.6761473212789264,1
2.636592498882455,2.625201914796654,1
-9.397571558877901,5.409879234778549,3
4.875704239869865,2.8239741930469466,1
-9.42494706277954,5.97998199555189,3
-7.599272311426022,8.675569079691803,3
-6.000459098492575,-6.976969489406246,2
5.046074525221398,1.4748241872597705,1
-1.0940410021761584,9.095308305890452,0
-8.732239493085794,9.096559012765017,3
5.748711259276383,1.7512871202091451,1
0.2683926569554602,6.773567897088224,0
4.597892647631747,4.098130446703344,1
-5.835545914324765,-6.285291327708821,2
-4.283424011493663,8.150473078124671,0
-6.844816699178566,6.775007407595177,3
5.683405940354893,3.599935114506673,1
-7.697958646267719,9.376258962597014,3
-5.68436996818429,-7.7882636995593,2
4.012611211605254,3.231980754944999,1
-8.43214714448198,6.9690412233318675,3
-7.681335735522929,-5.68965877383212,2
-8.686672261180316,9.650237714368645,3
5.386050790888737,0.08890002007218434,1
-8.547114151267586,-8.854588089624217,2
-0.03630011319436566,11.120695139130166,0
-2.0798527906348103,9.687227559840203,0
-3.99552848886534,-6.949252149716249,2
-3.9935384761064485,7.42973819249719,0
-9.610587555416965,8.559475896596096,3
-8.7478073899541,5.4011639412221015,3
-4.990128143100602,8.907342080782975,0
-6.956593207062861,-6.48559470091177,2
-6.638308335093309,-5.619324318066813,2
-9.944332553033616,-5.7589256997888185,2
-3.724594967454059,9.39138292731265,0
-8.3312608825606,-6.160195117280502,2
-6.012769561757945,-7.327509375786067,2
-6.662401320706822,-8.436307930822963,2
-2.389615984947581,8.410115343258882,0
-4.412178635222883,-8.203959632141967,2
-9.110102426917843,7.764361523678117,3
-5.40642440018332,-8.331678815705393,2
-8.455318344132994,8.932063450726476,3
-3.836799591859984,7.578838179301517,0
-7.1884790360592845,-8.882410481929053,2
-8.416589907586111,8.607703201478415,3
4.59168929545489,0.2562395613990742,1
-8.870014664986723,7.659716306082231,3
-8.212980842580805,8.097781618638772,3
-5.847059005119576,-7.5798025195586725,2
-7.0471014738845845,6.998174594247621,3
-9.984474851855234,7.831841794210856,3
6.1467861869163265,0.8996409212773273,1
-4.807270569671184,-7.35967301601347,2
-8.958512648411954,7.0791144152863446,3
6.073934790937912,0.14534539820020242,1
-2.6466454373558914,10.499665702566476,0
-9.396700304772075,7.19638489033374,3
-8.739400053114606,5.574461116140786,3
-8.190402508758364,-7.259799732909709,2
-8.710414768635383,-5.365008669163328,2
-5.6507521601775155,-6.1690772542345265,2
4.674372623749882,3.5073119190694904,1
-8.095342643429774,9.792517479152743,3
-6.90885270186445,-4.309385162941711,2
-1.1378102456347257,9.91660576742245,0
-7.345439373400745,-6.675610126425362,2
-2.43934716091755,7.6427217708015736,0
0.0504424265347696,6.6717807687713195,0
-7.233566805101703,-5.382819106067466,2
-4.0964317431732375,-6.408128186002701,2
-8.62659789030334,6.883089508598716,3
-7.26595726129248,8.99834348844665,3
-7.541856966222206,-3.810270450474044,2
-3.385637581113314,9.274036435696692,0
-7.509830953491643,7.179065518754386,3
5.031238462918643,0.4718333922783684,1
-10.04617883497158,8.691377188853558,3
4.097111253129209,-0.9354855080140161,1
-9.133602742391949,6.311627001119273,3
-6.119094934032752,-6.383550676334149,2
-7.725641418061361,-6.947032486465194,2
2.9022621557286086,-0.6653974640033664,1
-3.598826513678203,7.319521686595972,0
3.9514844279718178,1.3169389544522616,1
-7.637628974984437,6.518778664606729,3
-6.89987692927268,6.936738352445095,3
-3.072566886174693,9.66535818050148,0
-0.9759997481066403,8.304400461595325,0
-2.301380512031332,9.476666983872926,0
-3.503991636159237,8.342068879961959,0
-3.794268620726085,9.593253026490144,0
3.609849500010645,2.8135415392315215,1
-1.353146267959564,9.509623240522119,0
-4.350134627935497,10.547498314476533,0
-8.433244962016357,-5.487117448421723,2
4.344987159324968,1.6459014002435275,1
-3.416818517393914,7.307581676681113,0
-9.308437535488597,6.2166306941005,3
3.307187821669107,4.075894216049079,1
-5.107778771480195,-5.223999968299005,2
-7.628149943986236,-4.583271968635803,2
4.947114517404752,3.152398864675349,1
-9.06290087464147,8.50639891031454,3
4.105275810547175,3.717231056481973,1
-7.919031422574382,8.795842784159872,3
-9.698514541359376,5.083678975011031,3
-7.547119190317693,7.349096893905034,3
-7.882043655062979,-4.305930639947881,2
5.919888463735086,3.3763243924755395,1
1.6739054360753545,1.01689537737616,1
5.399217075555643,4.698001113306007,1
4.350395566800506,2.3956361597578884,1
-3.6788156273255357,9.958787652689264,0
3.9060574726377633,0.28517636772286536,1
-2.392704563835102,10.17666011683779,0
-5.11422279815894,-7.131298005858186,2
3.8900965429932866,2.0044789441937327,1
-3.62151418894645,8.942855700924161,0
-7.317570466602732,-7.887161194082754,2
6.298469625473134,2.751621549048303,1
-8.142767948779719,7.714478495397303,3
6.5004794276049935,0.775144835054183,1
3.342610987738187,3.2369531079402165,1
-9.05490365294476,11.155251996912536,3
-1.3686890172294899,8.322001741403438,0
-6.7593097572539005,10.001083090929862,3
-6.7874409218789635,-8.41970026230223,2
-10.067351945831057,9.548433995099728,3
-7.4408686327255396,-6.464304935199087,2
-0.2702682096790423,9.582885633292467,0
-10.125619387523779,7.610619152432083,3
-4.369993740332109,9.096561697965555,0
-8.072666434907102,7.924536285432051,3
-8.515375427141882,6.911692184901811,3
-6.084169668750375,-5.471940964293557,2
3.691309489693727,2.538931712503927,1
3.1733254655577667,2.8287678001475975,1
4.95154583829388,0.8879897338154417,1
-2.197338269954642,9.952473574331094,0
-11.445531211852854,8.34042892807921,3
-2.2086062026376982,9.430023979594692,0
5.323599572506746,2.5104199559615097,1
3.9290061271414585,0.9363807603249528,1
-8.597644719958879,8.70188773481316,3
3.954464048488745,2.6602690215681224,1
-0.988904244028803,8.165082769455784,0
-2.013679877922001,8.337816664833552,0
-10.03639028366196,7.685673195282062,3
4.73861962335861,3.2517461340191534,1
-0.6141422444438804,9.935207803181813,0
-10.85845358730115,6.356478835703276,3
-7.087162463059378,-4.826059417105135,2
-9.091684043229243,6.138907482917283,3
-6.910292076341005,-5.4728347701647095,2
-6.23367189629171,-5.593100788504184,2
-4.093477471477521,11.212036647223545,0
-10.73575659907457,8.39756889239004,3
5.489181158774672,1.2982095528676107,1
-1.5227254310593623,11.290437707383058,0
5.636281816081196,0.9458690928500915,1
-0.24577454160011403,9.223779503596528,0
-4.5532565502789355,8.94762888952238,0
-2.099090452120159,11.265691135257384,0
-8.468667109231088,6.853544634592554,3
-9.878914048999558,-4.1309785061670565,2
-10.713382784899862,6.688659702683149,3
5.420120249778495,1.8541586474054725,1
-7.265589252612129,-4.388012013002937,2
-4.022258368254804,10.115720464664053,0
-2.7704150669254144,10.332818350582949,0
-7.95411508012509,6.985929846956847,3
-4.207642513513247,8.50951174087989,0
-7.694563795940116,7.668071913740892,3
-6.827053424776339,-7.056511995230133,2
-8.86163128370129,6.959707176097573,3
-7.705407605364538,-4.177186626862776,2
-7.821505166849958,-6.102173072663316,2
-2.4281637774272418,7.304588304742174,0
-8.222007628752351,6.68428190790441,3
-8.323747956239323,8.155249644214477,3
-8.51777577542223,7.933992943374624,3
5.624457453664938,2.581898521269489,1
-2.075234392995589,8.240142422672172,0
-2.3648428649984714,9.63161272906882,0
3.641052148503027,2.538868351604417,1
2.8655753412922915,3.3456745357890467,1
-6.590723375764989,-3.7580898562594727,2
-10.965966718484268,8.837828716355492,3
-10.146806649567425,9.016641771194227,3
-7.7352530351457665,6.521750012851911,3
6.551702788195378,1.3597108722233098,1
-3.92910783825168,6.567207514886201,0
-10.165173358819134,7.065617679152221,3
-2.2585613090470438,6.662681979542591,0
-6.732870187512529,-6.2281519584322815,2
-7.083848738181184,-7.423983252468677,2
3.468830932655302,3.2375398398701396,1
-2.503061475081797,8.732781568148145,0
7.711980282150655,1.8578978042711523,1
3.8875183668827806,4.148107953537046,1
0.07462132596111726,8.093469052732662,0
-0.6478152524257228,9.153095689349751,0
4.6001264687795445,4.126639120162077,1
6.535365411104956,1.34573765135681,1
-7.314556320835028,-8.22371346682732,2
-4.2908573352326655,-7.606967500879953,2
6.319105360131304,3.0827301034360546,1
-3.4201568169171876,9.19475867196977,0
-10.147487472894248,6.8305457699532015,3
4.771152589753973,2.8440896326191623,1
4.450269357933314,1.4609124000038278,1
-9.418001018656138,7.4996745298813625,3
-10.037490435389904,6.717793010024843,3
-6.8672040473392135,-8.454313072096138,2
-6.363297853544236,6.042483418393576,3
-4.436933207361837,9.25844249123899,0
4.839621486083769,2.564111200750511,1
-2.7728038884577644,9.442821214012417,0
-6.903593847049636,8.90142025979956,3
5.051149251881347,2.521273546925273,1
-7.986985576069163,6.800939270814891,3
-7.190477766136114,-7.11572941217792,2
5.493030798072291,2.50628565772398,1
-2.639709801200979,9.496340194717051,0
5.398768123094727,3.140235023492808,1
-7.651849067607442,-5.766701439578462,2
-1.239088238833245,6.903798744490585,0
3.0919257565388367,0.4190751574643927,1
-2.1771686638567274,10.00690602704155,0
-8.006829663733775,-7.053014660141885,2
-1.82412901022095,10.376964896415041,0
-8.002662819687952,8.469889165783316,3
-3.495862097732468,9.306710781988617,0
-7.885210141089818,5.818375607695604,3
-5.298754312390079,-6.6429900676450675,2
-6.599084097002373,-8.7471843687203,2
-8.41757163750774,7.9105474716758994,3
-11.673846679286216,6.111846069846778,3
-8.222600798824711,7.0120669023980025,3
-4.18747871163572,9.689849212227006,0
-9.057803485961818,8.973374618476525,3
-2.215237737722283,8.405954317752967,0
4.236937197079947,3.9759955142880035,1
-6.400559444024935,-6.103474465632657,2
4.35314117998841,0.8840932894908147,1
3.1033636132325615,4.07892270232197,1
-4.438177504526223,9.235846758437086,0
5.874865601018874,2.5402866628363836,1
5.685228480346132,1.5819414453393226,1
-7.535120529054249,-6.409944786792891,2
-5.042726192338833,-5.417595371239167,2
-2.24028664488025,9.029397009136476,0
-7.145131539454196,-7.212285553142651,2
4.427542163235242,1.0152129904945877,1
-7.674979116003926,7.836156149744725,3
-2.2188428971735092,6.718349834608964,0
-2.4182321532202784,8.201692074383788,0
-5.057872492224519,8.383380102181409,0
-3.4793899465245754,8.412177675896878,0
4.661980891255563,3.984894458671071,1
6.081335542824835,1.4834792363148703,1
6.638448169583193,3.190413761962488,1
-7.535384166708794,7.4411026996637775,3
5.3323653888447495,1.7295152206891409,1
4.541297422157019,3.313924681846485,1
-4.796470627352971,-6.642616653120769,2
4.3432659772033855,1.1547885863433738,1
-3.367562074164712,9.829803426919932,0
-1.533763080445998,9.769840738506657,0
2.4308297586301273,0.43767732385789015,1
-2.0692797277365322,7.886430384605495,0
-10.72337913911821,5.971401952806937,3
4.755223768557282,1.418439337494681,1
-2.6017196743496753,9.423668497978294,0
-3.0372510070891305,9.171174820941632,0
6.51850767130931,1.8942693706531466,1
5.878092283590464,0.19049723629636572,1
-7.411631710866439,8.17348753213998,3
-8.519881629249776,-7.149828075547167,2
-9.395868513394081,7.56491450254611,3
-8.64650008623913,6.0903127463875535,3
-1.6856853946033339,7.0790270827707396,0
-11.874672783931606,6.98031784924257,3
2.3949285309970745,1.5513535030911616,1
-1.2095361312424178,10.278848590640205,0
5.240979461377358,0.8001033901824708,1
-9.585506990717352,7.557051861783394,3
-7.373087322005587,8.022040159661042,3
-10.210799205420804,7.453794562430531,3
-3.5872952286707798,9.604589134006128,0
-2.887520716621165,9.925049192790242,0
-1.4107150818102612,9.408787459789943,0
3.4253535859159,-0.012658322298191083,1
3.6073827978873583,1.5117030308649415,1
-9.00326597418924,8.46697237214223,3
-6.19684749612894,-4.926033645521701,2
-1.559959286601094,7.923021182444635,0
-2.4545114151681737,8.232365711071342,0
4.317212407562304,0.6453385934507276,1
-2.8036633622561946,8.109802730969335,0
-1.9413124735644964,8.926891433010073,0
-4.939368727041879,9.238031305921634,0
-7.556724309540137,-6.658648029439502,2
-8.863968509854134,6.426868900521315,3
3.022056329701246,2.86508659676799,1
6.376252297452581,2.2090354157546215,1
4.877580549149528,1.7999371896320011,1
-6.398718431135637,7.7850209585971735,0
4.71143528013231,1.1968455506940434,1
-6.7852649627719615,-9.277950414714475,2
-6.332561864653341,-4.2821067793946455,2
-8.283762822422501,-9.04248611837197,2
3.8576755068655104,2.0300480895204287,1
-8.001982471223128,6.922939527791491,3
-10.113199990412266,7.837491432147882,3
-9.075133861004801,7.141994975114489,3
3.7946664075767904,0.28301612830446055,1
-0.9426230544675553,9.039490738157632,0
-9.110108675255809,6.172195831430527,3
-9.553121309488201,8.972848627303684,3
-7.968212812418414,7.942936860036653,3
-3.0744435897947375,9.292746053027486,0
-9.891906860743884,6.331266490650871,3
3.947753239546102,2.879639154931639,1
-10.242227959488355,3.876808259560724,3
-6.14340562387477,-8.107460671514033,2
-5.682015059319688,-10.355616047108374,2
-7.430578191532041,7.767093546136416,3
-10.208354693596217,7.0911315643630415,3
-10.525908713042211,7.22379622834427,3
-9.831436021414474,7.426895575154353,3
-2.493595352799262,10.758527020787103,0
-6.413332865714113,-3.888510172356598,2
-7.615710387400398,-7.243073217061701,2
0.11856589680845664,8.04432818577214,0
-6.753176583776118,-8.480940187177792,2
-0.735724769362931,8.392361866269944,0
3.977211183090936,2.7326878652473447,1
3.437934824354203,1.6358493324775862,1
2.141563546767635,4.008917325888778,1
5.411146148069154,3.5681527200996497,1
-0.7504191003468854,8.743354567614478,0
-6.84122221227235,-7.7842110376913665,2
-6.233196495638634,7.1124599405799,3
-8.203667118559919,-9.463578304818926,2
-3.5599395271144587,7.354926451041118,0
-7.694577702184707,7.939225419615455,3
-0.6814487303291616,9.660978180619912,0
4.7437865811955815,1.7863570014702366,1
-9.496797645925165,7.43493679686804,3
-4.332441582197566,8.43320524075882,0
-8.496178738586906,-8.046046439488729,2
-7.273119465182227,5.328532529855894,3
-5.211378132330494,-6.210737225653712,2
-9.108154934805704,6.543519818510552,3
3.4523530519178043,1.8222253798211543,1
-2.647975561918639,8.652961693491175,0
-8.25664837588264,6.307894929509655,3
-7.722017216519377,-7.675590694337084,2
4.203544181571474,1.904834935475451,1
-0.6059774436783278,7.528907529606103,0
1.4587150661564872,3.282977906247686,1
-8.31445599164681,8.408244724802138,3
-7.3180130527258,-6.658493226238057,2
-4.919509352389955,-8.255724064898372,2
-8.450632628896775,7.020698712947158,3
-5.652542672739702,-3.9524067056688192,2
5.085253884273672,1.2483874598817475,1
-6.165921981152927,-5.856010922739578,2
-4.463562494119323,-6.716267195976662,2
-7.951755179571006,8.061963896314367,3
-2.702740477051961,9.499147156375768,0
6.135181067225256,-0.5148985949490474,1
-7.266842997761833,-7.181109213022004,2
-1.1194645748526688,9.964281360953844,0
-7.658760245230479,-8.348837913390655,2
-8.691123377442256,9.273137065662176,3
4.889938205765164,-0.4769121581684166,1
-9.572450665722354,7.279078759040608,3
-7.086779951080254,-5.81971766829194,2
-3.045015565533175,10.041964681386489,0
-4.858913961401828,-7.430770708718675,2
-8.756901144003127,8.346851325645366,3
-2.5844125397805566,10.160456912799807,0
2.505414537542967,3.7684228577277517,1
-8.067180955035674,-5.751184167690088,2
-9.125046275639644,6.8833336213210785,3
-8.967090329441085,7.860783226471036,3
-6.729357787973782,-7.3953962426262505,2
-7.646381288378673,-8.467817345364944,2
-9.16056453412301,6.254092245000358,3
-9.688415876928566,5.50706564436331,3
4.2705449542845,2.2361500771374585,1
-10.057313939410086,7.397538735316269,3
5.113221407082057,1.4679883069564164,1
-0.39065253471543393,9.500264181351469,0
-8.069298010498839,-9.464177729600404,2
-1.5221437285289234,7.5492737482330945,0
3.874590855126522,1.335973337938551,1
-8.944363307682412,6.87950967964015,3
-1.3977845660147805,11.305586096762479,0
-8.605066594743207,6.899723364125877,3
4.661999555906573,2.3902677303747373,1
-6.903192549863287,-6.217121647975369,2
-4.579099022068389,8.339541093109155,0
-0.48462766096567256,10.072253836537662,0
-9.221192479435953,6.368291887334516,3
-3.4910624429329173,11.525150859020874,0
-6.1131509247162485,-8.251715488552527,2
-7.059693895590302,-6.729417849110096,2
-8.479824266597188,6.421373655384482,3
-0.5548589683672001,7.358164378340452,0
-8.995836117146776,7.415745175049225,3
-9.361990825267892,7.191991150787707,3
-8.81337530742552,6.449919386023742,3
6.443956798348682,3.0260044326315376,1
-9.573252606204536,7.757327145746025,3
-2.236245701527795,10.582857433337235,0
4.844917361981632,1.752389680317517,1
-5.3319238862519756,-6.072291971751997,2
3.9691726195021952,2.425823934018157,1
5.84743020728543,1.2808994405129535,1
4.010454516692373,2.5604191574142336,1
3.7113317973038136,0.4795840399670317,1
-7.264043960984454,-6.371110457593647,2
4.96577344086255,0.4410713929563608,1
-1.271998196057609,10.131822271137759,0
-3.5162586509199163,8.643231277176865,0
-8.956633515377124,7.34614246303252,3
3.9921672198568676,1.0392040134579568,1
-2.5029051833909306,9.070662840716013,0
4.374721827632505,2.005432690734169,1
-2.777352965443771,9.871086721108831,0
-8.195157295425512,-8.6081706523891,2
-5.501108350704746,-8.967766127809666,2
-8.533840162842523,7.884754721617223,3
4.987608664503797,4.463650642315258,1
-8.702403263990693,5.597589341517863,3
-2.7589443234814803,8.422685006607722,0
-4.875741785929582,-6.40650375748837,2
2.9846957626106687,1.0960536360104292,1
-8.304745293986686,-6.508324741003514,2
-6.781431960894192,-6.9987771771053175,2
-9.613800528448573,9.453895986630117,3
5.1554206991872045,2.222394908536465,1
-8.450526499614273,7.1463998119403005,3
-8.562753517310902,-4.780617501451619,2
-8.35054598675408,-8.63735944952773,2
-9.9511515176647,7.6095656947804455,3
-7.668090600897095,7.924835919426517,3
0.03738981336240954,10.253244440859698,0
-1.1188829282438653,8.029467346176268,0
-7.886141291973355,5.225284547612887,3
-7.6805057969190615,9.26222230375658,3
-2.6376340549982196,7.771995341295073,0
-7.10197238180452,-7.035894432956058,2
-8.582491802750784,6.42115971741212,3
